App;Open;date
signal;openedApp;2023-06-24T15:43:21Z
safari;openedApp;2023-06-24T15:44:10Z
imessage;openedApp;2023-06-24T16:38:49Z
mail;openedApp;2023-06-24T17:24:24Z
mail;dismissedAppOpening;2023-06-24T17:24:51Z
mail;dismissedAppOpening;2023-06-24T17:24:54Z
safari;dismissedAppOpening;2023-06-24T17:25:03Z
spotify;dismissedAppOpening;2023-06-24T19:46:21Z
spotify;openedApp;2023-06-24T19:56:40Z
whastapp;openedApp;2023-06-25T08:01:54Z
whastapp;openedApp;2023-06-25T08:05:23Z
safari;openedApp;2023-06-25T08:06:05Z
safari;dismissedAppOpening;2023-06-25T11:11:38Z
safari;openedApp;2023-06-25T11:11:57Z
mail;openedApp;2023-06-25T13:43:30Z
whastapp;openedApp;2023-06-25T15:14:11Z
imessage;dismissedAppOpening;2023-06-25T17:14:32Z
imessage;dismissedAppOpening;2023-06-25T17:14:34Z
whastapp;openedApp;2023-06-25T19:46:14Z
signal;openedApp;2023-06-25T21:24:34Z
mail;openedApp;2023-06-25T21:25:08Z
spotify;openedApp;2023-06-26T05:19:34Z
mail;dismissedAppOpening;2023-06-26T05:41:05Z
mail;openedApp;2023-06-26T06:25:07Z
imessage;openedApp;2023-06-26T07:04:39Z
imessage;openedApp;2023-06-26T07:06:14Z
imessage;openedApp;2023-06-26T07:07:19Z
mail;openedApp;2023-06-26T07:07:49Z
imessage;dismissedAppOpening;2023-06-26T07:09:21Z
imessage;openedApp;2023-06-26T07:09:30Z
mail;openedApp;2023-06-26T07:53:09Z
mail;openedApp;2023-06-26T08:17:23Z
mail;openedApp;2023-06-26T08:50:20Z
imessage;dismissedAppOpening;2023-06-26T08:50:47Z
mail;openedApp;2023-06-26T09:09:27Z
mail;openedApp;2023-06-26T10:50:20Z
mail;dismissedAppOpening;2023-06-26T12:01:26Z
mail;openedApp;2023-06-26T12:55:53Z
mail;openedApp;2023-06-26T13:21:40Z
mail;dismissedAppOpening;2023-06-26T13:44:11Z
mail;openedApp;2023-06-26T13:44:20Z
imessage;dismissedAppOpening;2023-06-26T13:48:15Z
mail;openedApp;2023-06-26T14:01:03Z
imessage;openedApp;2023-06-26T15:11:14Z
imessage;dismissedAppOpening;2023-06-26T15:12:23Z
mail;dismissedAppOpening;2023-06-26T15:21:37Z
spotify;dismissedAppOpening;2023-06-26T15:24:47Z
imessage;openedApp;2023-06-26T16:36:57Z
mail;openedApp;2023-06-26T16:40:15Z
mail;openedApp;2023-06-26T16:47:58Z
spotify;dismissedAppOpening;2023-06-26T19:34:13Z
spotify;dismissedAppOpening;2023-06-26T19:34:17Z
imessage;openedApp;2023-06-26T20:15:06Z
spotify;dismissedAppOpening;2023-06-26T20:37:24Z
mail;openedApp;2023-06-27T04:36:37Z
spotify;openedApp;2023-06-27T04:37:12Z
mail;dismissedAppOpening;2023-06-27T06:55:32Z
mail;openedApp;2023-06-27T10:09:18Z
signal;openedApp;2023-06-27T10:16:38Z
mail;openedApp;2023-06-27T14:50:48Z
signal;openedApp;2023-06-27T14:51:37Z
imessage;dismissedAppOpening;2023-06-27T16:50:49Z
mail;openedApp;2023-06-27T19:48:28Z
signal;dismissedAppOpening;2023-06-27T19:48:40Z
signal;openedApp;2023-06-27T19:48:49Z
imessage;openedApp;2023-06-27T20:02:38Z
spotify;dismissedAppOpening;2023-06-28T04:35:02Z
spotify;dismissedAppOpening;2023-06-28T04:35:24Z
mail;dismissedAppOpening;2023-06-28T04:59:54Z
imessage;openedApp;2023-06-28T06:20:36Z
imessage;openedApp;2023-06-28T06:23:09Z
mail;openedApp;2023-06-28T06:38:09Z
mail;dismissedAppOpening;2023-06-28T07:30:57Z
imessage;openedApp;2023-06-28T07:31:07Z
imessage;openedApp;2023-06-28T07:31:25Z
safari;openedApp;2023-06-28T07:31:36Z
imessage;openedApp;2023-06-28T07:32:07Z
imessage;openedApp;2023-06-28T09:22:23Z
imessage;openedApp;2023-06-28T09:23:45Z
whastapp;openedApp;2023-06-28T09:57:26Z
whastapp;openedApp;2023-06-28T10:46:49Z
imessage;openedApp;2023-06-28T10:47:00Z
imessage;openedApp;2023-06-28T11:57:06Z
imessage;openedApp;2023-06-28T11:57:24Z
imessage;openedApp;2023-06-28T12:19:34Z
imessage;openedApp;2023-06-28T13:22:29Z
mail;openedApp;2023-06-28T13:22:56Z
mail;dismissedAppOpening;2023-06-28T13:31:36Z
mail;openedApp;2023-06-28T13:54:42Z
mail;openedApp;2023-06-28T15:51:22Z
spotify;openedApp;2023-06-28T16:10:48Z
whastapp;openedApp;2023-06-28T16:23:16Z
safari;openedApp;2023-06-28T20:29:54Z
mail;dismissedAppOpening;2023-06-29T04:16:47Z
spotify;dismissedAppOpening;2023-06-29T04:16:51Z
spotify;openedApp;2023-06-29T04:17:01Z
imessage;openedApp;2023-06-29T04:47:24Z
spotify;openedApp;2023-06-29T05:48:05Z
spotify;openedApp;2023-06-29T05:58:07Z
imessage;openedApp;2023-06-29T06:15:32Z
whastapp;openedApp;2023-06-29T09:33:26Z
imessage;openedApp;2023-06-29T09:38:39Z
safari;openedApp;2023-06-29T09:56:41Z
imessage;openedApp;2023-06-29T13:19:16Z
imessage;openedApp;2023-06-29T14:58:44Z
imessage;dismissedAppOpening;2023-06-29T15:00:12Z
imessage;openedApp;2023-06-29T15:52:41Z
imessage;openedApp;2023-06-29T15:52:57Z
imessage;openedApp;2023-06-29T16:04:31Z
spotify;dismissedAppOpening;2023-06-29T17:02:09Z
imessage;openedApp;2023-06-29T17:32:33Z
imessage;dismissedAppOpening;2023-06-29T17:33:14Z
imessage;dismissedAppOpening;2023-06-29T17:33:16Z
imessage;openedApp;2023-06-29T17:38:36Z
imessage;dismissedAppOpening;2023-06-29T17:42:48Z
spotify;openedApp;2023-06-29T20:22:07Z
mail;dismissedAppOpening;2023-06-30T10:43:13Z
mail;openedApp;2023-06-30T10:43:51Z
imessage;openedApp;2023-06-30T10:45:29Z
imessage;dismissedAppOpening;2023-06-30T10:51:13Z
mail;openedApp;2023-06-30T10:51:22Z
signal;openedApp;2023-06-30T10:53:03Z
imessage;openedApp;2023-06-30T10:56:28Z
imessage;openedApp;2023-06-30T11:14:19Z
signal;openedApp;2023-06-30T13:16:23Z
whastapp;openedApp;2023-06-30T14:29:20Z
mail;openedApp;2023-06-30T15:09:33Z
spotify;dismissedAppOpening;2023-06-30T15:28:47Z
spotify;openedApp;2023-06-30T15:35:32Z
imessage;dismissedAppOpening;2023-06-30T16:13:21Z
whastapp;openedApp;2023-06-30T17:41:37Z
whastapp;openedApp;2023-06-30T20:56:16Z
safari;dismissedAppOpening;2023-06-30T22:22:35Z
spotify;openedApp;2023-06-30T22:22:46Z
mail;openedApp;2023-07-01T05:46:09Z
mail;dismissedAppOpening;2023-07-01T05:50:24Z
mail;openedApp;2023-07-01T05:50:33Z
spotify;dismissedAppOpening;2023-07-01T05:56:10Z
safari;dismissedAppOpening;2023-07-01T08:40:04Z
safari;openedApp;2023-07-01T08:40:14Z
signal;openedApp;2023-07-01T10:13:07Z
imessage;openedApp;2023-07-01T10:47:40Z
imessage;openedApp;2023-07-01T15:16:57Z
whastapp;openedApp;2023-07-01T18:33:33Z
whastapp;dismissedAppOpening;2023-07-01T18:35:08Z
mail;openedApp;2023-07-01T19:59:40Z
safari;openedApp;2023-07-01T20:00:10Z
safari;openedApp;2023-07-01T20:07:40Z
safari;openedApp;2023-07-01T20:08:25Z
safari;openedApp;2023-07-01T22:25:44Z
mail;dismissedAppOpening;2023-07-02T08:14:45Z
mail;openedApp;2023-07-02T11:53:57Z
mail;dismissedAppOpening;2023-07-02T14:08:46Z
spotify;openedApp;2023-07-02T15:17:20Z
safari;dismissedAppOpening;2023-07-02T20:07:51Z
safari;openedApp;2023-07-02T20:08:15Z
signal;openedApp;2023-07-02T21:13:08Z
mail;openedApp;2023-07-03T00:38:44Z
mail;openedApp;2023-07-03T00:40:14Z
mail;openedApp;2023-07-03T04:35:55Z
safari;openedApp;2023-07-03T04:36:29Z
mail;openedApp;2023-07-03T05:44:13Z
signal;dismissedAppOpening;2023-07-03T05:57:46Z
mail;openedApp;2023-07-03T05:57:55Z
mail;openedApp;2023-07-03T06:01:36Z
safari;openedApp;2023-07-03T06:02:47Z
mail;dismissedAppOpening;2023-07-03T06:56:02Z
mail;dismissedAppOpening;2023-07-03T06:56:06Z
mail;openedApp;2023-07-03T06:56:23Z
mail;openedApp;2023-07-03T07:19:39Z
safari;openedApp;2023-07-03T07:20:27Z
mail;openedApp;2023-07-03T07:30:42Z
mail;openedApp;2023-07-03T07:47:47Z
mail;openedApp;2023-07-03T08:57:30Z
mail;openedApp;2023-07-03T11:25:17Z
mail;openedApp;2023-07-03T12:32:47Z
safari;openedApp;2023-07-03T15:07:40Z
youtube;openedApp;2023-07-03T15:31:28Z
safari;openedApp;2023-07-03T15:35:17Z
safari;openedApp;2023-07-03T15:37:02Z
youtube;openedApp;2023-07-03T15:37:35Z
mail;openedApp;2023-07-03T15:55:49Z
signal;openedApp;2023-07-03T16:01:11Z
signal;openedApp;2023-07-03T17:26:17Z
mail;openedApp;2023-07-03T17:27:22Z
signal;dismissedAppOpening;2023-07-03T17:37:52Z
mail;openedApp;2023-07-03T18:14:23Z
signal;openedApp;2023-07-04T04:49:23Z
mail;openedApp;2023-07-04T04:54:57Z
safari;openedApp;2023-07-04T05:16:04Z
safari;openedApp;2023-07-04T05:18:02Z
safari;openedApp;2023-07-04T08:55:16Z
safari;openedApp;2023-07-04T10:28:43Z
signal;openedApp;2023-07-04T13:15:53Z
mail;openedApp;2023-07-04T13:40:38Z
safari;openedApp;2023-07-04T13:41:01Z
signal;openedApp;2023-07-04T15:06:44Z
signal;openedApp;2023-07-04T15:10:01Z
mail;dismissedAppOpening;2023-07-04T16:19:50Z
mail;openedApp;2023-07-04T16:20:02Z
safari;openedApp;2023-07-04T16:45:50Z
safari;dismissedAppOpening;2023-07-04T17:00:29Z
signal;openedApp;2023-07-04T17:07:19Z
signal;openedApp;2023-07-04T17:19:21Z
signal;openedApp;2023-07-04T17:59:42Z
mail;openedApp;2023-07-04T18:56:10Z
safari;dismissedAppOpening;2023-07-04T18:56:47Z
safari;openedApp;2023-07-04T18:56:53Z
mail;openedApp;2023-07-04T19:00:10Z
mail;dismissedAppOpening;2023-07-04T19:03:11Z
signal;dismissedAppOpening;2023-07-04T19:12:09Z
safari;dismissedAppOpening;2023-07-04T19:12:13Z
safari;openedApp;2023-07-04T19:12:21Z
signal;dismissedAppOpening;2023-07-04T19:30:51Z
signal;openedApp;2023-07-04T19:47:37Z
safari;openedApp;2023-07-04T20:57:29Z
signal;dismissedAppOpening;2023-07-04T21:35:24Z
signal;openedApp;2023-07-04T21:42:29Z
signal;openedApp;2023-07-04T21:57:00Z
safari;openedApp;2023-07-05T06:14:04Z
signal;openedApp;2023-07-05T06:34:00Z
signal;openedApp;2023-07-05T07:52:07Z
signal;openedApp;2023-07-05T07:53:24Z
signal;dismissedAppOpening;2023-07-05T09:04:46Z
mail;openedApp;2023-07-05T09:04:57Z
mail;dismissedAppOpening;2023-07-05T09:09:41Z
mail;openedApp;2023-07-05T09:11:05Z
signal;openedApp;2023-07-05T09:20:13Z
safari;dismissedAppOpening;2023-07-05T09:52:16Z
signal;dismissedAppOpening;2023-07-05T10:25:18Z
signal;dismissedAppOpening;2023-07-05T10:25:22Z
signal;dismissedAppOpening;2023-07-05T11:15:32Z
mail;openedApp;2023-07-05T12:20:25Z
signal;openedApp;2023-07-05T12:45:10Z
safari;dismissedAppOpening;2023-07-05T13:09:29Z
mail;dismissedAppOpening;2023-07-05T15:49:42Z
safari;dismissedAppOpening;2023-07-05T15:52:24Z
safari;dismissedAppOpening;2023-07-05T16:31:37Z
safari;openedApp;2023-07-05T16:35:51Z
signal;openedApp;2023-07-05T19:25:21Z
signal;openedApp;2023-07-05T21:20:07Z
signal;openedApp;2023-07-06T06:32:17Z
signal;dismissedAppOpening;2023-07-06T06:34:38Z
mail;dismissedAppOpening;2023-07-06T06:46:13Z
safari;openedApp;2023-07-06T06:51:20Z
mail;openedApp;2023-07-06T09:42:24Z
safari;openedApp;2023-07-06T13:23:48Z
mail;openedApp;2023-07-06T13:24:09Z
signal;openedApp;2023-07-06T13:30:32Z
signal;openedApp;2023-07-07T04:44:24Z
mail;openedApp;2023-07-07T04:45:17Z
safari;dismissedAppOpening;2023-07-07T06:11:47Z
signal;dismissedAppOpening;2023-07-07T09:37:44Z
safari;dismissedAppOpening;2023-07-07T13:19:04Z
signal;openedApp;2023-07-07T14:44:28Z
signal;openedApp;2023-07-07T14:57:53Z
safari;openedApp;2023-07-07T15:00:27Z
signal;openedApp;2023-07-07T15:06:10Z
safari;dismissedAppOpening;2023-07-07T15:43:43Z
safari;openedApp;2023-07-07T15:50:48Z
mail;openedApp;2023-07-07T17:14:15Z
signal;openedApp;2023-07-07T17:24:54Z
mail;openedApp;2023-07-07T17:25:38Z
mail;openedApp;2023-07-07T18:00:16Z
mail;openedApp;2023-07-07T19:05:03Z
mail;openedApp;2023-07-07T21:22:55Z
signal;dismissedAppOpening;2023-07-07T21:23:10Z
mail;openedApp;2023-07-08T05:41:03Z
mydealz;openedApp;2023-07-08T05:46:28Z
signal;openedApp;2023-07-08T06:44:20Z
safari;dismissedAppOpening;2023-07-08T07:18:58Z
safari;dismissedAppOpening;2023-07-08T07:19:00Z
safari;dismissedAppOpening;2023-07-08T07:33:32Z
signal;dismissedAppOpening;2023-07-08T08:00:19Z
signal;openedApp;2023-07-08T08:00:24Z
safari;dismissedAppOpening;2023-07-08T08:58:39Z
safari;openedApp;2023-07-08T08:58:49Z
mail;dismissedAppOpening;2023-07-08T13:55:06Z
mail;openedApp;2023-07-08T19:59:03Z
mail;openedApp;2023-07-09T12:16:17Z
mail;openedApp;2023-07-10T05:21:44Z
mail;openedApp;2023-07-10T08:25:20Z
mail;openedApp;2023-07-10T11:06:36Z
mail;dismissedAppOpening;2023-07-10T11:10:32Z
mail;dismissedAppOpening;2023-07-10T11:10:37Z
mail;openedApp;2023-07-10T11:10:45Z
mail;openedApp;2023-07-10T11:12:09Z
mail;dismissedAppOpening;2023-07-10T13:10:52Z
mail;openedApp;2023-07-10T13:39:53Z
mail;dismissedAppOpening;2023-07-10T21:02:34Z
mail;openedApp;2023-07-10T21:03:04Z
mail;dismissedAppOpening;2023-07-11T04:32:18Z
mail;openedApp;2023-07-11T14:27:36Z
mail;openedApp;2023-07-11T18:39:50Z
mail;openedApp;2023-07-11T19:59:44Z
mail;dismissedAppOpening;2023-07-11T20:05:17Z
mail;openedApp;2023-07-12T06:27:59Z
mail;dismissedAppOpening;2023-07-12T14:14:14Z
mail;openedApp;2023-07-12T15:55:47Z
mail;openedApp;2023-07-12T21:24:28Z
mail;dismissedAppOpening;2023-07-12T21:26:00Z
mail;dismissedAppOpening;2023-07-12T22:23:52Z
mail;dismissedAppOpening;2023-07-12T22:24:44Z
mail;openedApp;2023-07-12T22:24:56Z
mail;openedApp;2023-07-12T23:17:30Z
mail;openedApp;2023-07-13T05:37:05Z
mail;openedApp;2023-07-13T05:44:55Z
mail;openedApp;2023-07-13T15:57:41Z
mail;openedApp;2023-07-13T16:01:17Z
mail;openedApp;2023-07-14T03:46:52Z
mail;openedApp;2023-07-14T04:59:12Z
mail;openedApp;2023-07-14T05:14:42Z
mail;openedApp;2023-07-14T05:50:19Z
mail;dismissedAppOpening;2023-07-14T07:00:21Z
mail;dismissedAppOpening;2023-07-14T09:03:27Z
mail;dismissedAppOpening;2023-07-14T09:03:30Z
mail;openedApp;2023-07-15T08:11:26Z
mail;openedApp;2023-07-15T08:29:21Z
mail;dismissedAppOpening;2023-07-15T08:37:53Z
mail;dismissedAppOpening;2023-07-15T08:37:56Z
mail;dismissedAppOpening;2023-07-15T08:38:03Z
mail;openedApp;2023-07-15T08:38:55Z
mail;openedApp;2023-07-15T23:42:33Z
mail;dismissedAppOpening;2023-07-16T07:17:52Z
mail;openedApp;2023-07-16T08:07:30Z
mail;openedApp;2023-07-16T10:57:20Z
mail;dismissedAppOpening;2023-07-16T11:10:31Z
mail;openedApp;2023-07-16T11:41:53Z
mail;dismissedAppOpening;2023-07-16T13:54:12Z
mail;openedApp;2023-07-16T16:29:30Z
mail;dismissedAppOpening;2023-07-16T17:50:26Z
mail;dismissedAppOpening;2023-07-16T21:32:44Z
mail;openedApp;2023-07-17T19:52:29Z
mail;dismissedAppOpening;2023-07-18T05:40:45Z
mail;openedApp;2023-07-18T05:40:52Z
mail;openedApp;2023-07-18T18:22:41Z
mail;openedApp;2023-07-18T20:21:38Z
mail;openedApp;2023-07-19T05:14:56Z
mail;openedApp;2023-07-19T05:57:15Z
mail;openedApp;2023-07-19T06:46:52Z
mail;openedApp;2023-07-19T07:26:21Z
mail;openedApp;2023-07-19T08:43:10Z
mail;dismissedAppOpening;2023-07-19T08:45:11Z
mail;openedApp;2023-07-19T08:45:26Z
mail;openedApp;2023-07-19T09:01:46Z
mail;dismissedAppOpening;2023-07-19T10:14:47Z
mail;openedApp;2023-07-19T11:17:26Z
mail;openedApp;2023-07-19T11:42:47Z
mail;dismissedAppOpening;2023-07-19T11:57:45Z
mail;openedApp;2023-07-19T13:29:06Z
mail;dismissedAppOpening;2023-07-19T13:43:35Z
mail;dismissedAppOpening;2023-07-19T13:43:45Z
mail;openedApp;2023-07-19T13:46:37Z
mail;openedApp;2023-07-19T16:44:49Z
mail;openedApp;2023-07-19T23:13:02Z
mail;dismissedAppOpening;2023-07-20T06:58:35Z
mail;dismissedAppOpening;2023-07-20T06:58:39Z
mail;openedApp;2023-07-20T14:02:34Z
mail;openedApp;2023-07-20T14:52:36Z
mail;openedApp;2023-07-20T17:44:33Z
mail;openedApp;2023-07-21T07:44:32Z
mail;openedApp;2023-07-21T09:31:22Z
mail;openedApp;2023-07-21T09:45:54Z
mail;openedApp;2023-07-21T10:47:02Z
mail;openedApp;2023-07-22T07:09:06Z
mail;openedApp;2023-07-22T15:55:54Z
mail;openedApp;2023-07-23T10:04:46Z
mail;openedApp;2023-07-23T10:31:57Z
mail;dismissedAppOpening;2023-07-23T19:52:13Z
mail;dismissedAppOpening;2023-07-23T21:06:58Z
mail;openedApp;2023-07-24T07:51:20Z
mail;openedApp;2023-07-24T21:14:59Z
mail;dismissedAppOpening;2023-07-25T05:03:44Z
mail;openedApp;2023-07-25T05:05:47Z
mail;openedApp;2023-07-25T12:29:57Z
mail;openedApp;2023-07-25T12:41:18Z
mail;openedApp;2023-07-25T13:12:28Z
mail;dismissedAppOpening;2023-07-25T13:40:21Z
mail;openedApp;2023-07-25T13:58:59Z
mail;openedApp;2023-07-25T19:50:39Z
mail;openedApp;2023-07-26T06:38:07Z
mail;dismissedAppOpening;2023-07-26T09:08:16Z
mail;openedApp;2023-07-26T09:08:27Z
mail;dismissedAppOpening;2023-07-26T09:11:34Z
mail;dismissedAppOpening;2023-07-26T09:11:35Z
mail;openedApp;2023-07-26T11:26:08Z
mail;dismissedAppOpening;2023-07-26T11:31:15Z
mail;dismissedAppOpening;2023-07-26T15:55:12Z
mail;openedApp;2023-07-26T15:55:24Z
mail;dismissedAppOpening;2023-07-26T18:21:14Z
mail;dismissedAppOpening;2023-07-26T18:37:51Z
mail;openedApp;2023-07-26T18:39:04Z
mail;openedApp;2023-07-27T06:13:30Z
mail;dismissedAppOpening;2023-07-27T07:19:20Z
mail;dismissedAppOpening;2023-07-27T07:19:23Z
mail;openedApp;2023-07-27T07:20:22Z
mail;openedApp;2023-07-27T07:51:18Z
mail;openedApp;2023-07-27T12:16:02Z
mail;openedApp;2023-07-27T18:33:43Z
mail;openedApp;2023-07-28T08:12:01Z
mail;dismissedAppOpening;2023-07-28T08:39:50Z
mail;openedApp;2023-07-28T15:43:00Z
mail;openedApp;2023-07-28T18:55:02Z
mail;openedApp;2023-07-28T22:11:14Z
mail;openedApp;2023-07-28T22:13:17Z
mail;openedApp;2023-07-29T05:29:25Z
mydealz;openedApp;2023-07-29T05:39:04Z
mail;openedApp;2023-07-29T11:18:34Z
mail;openedApp;2023-07-29T17:00:18Z
mail;openedApp;2023-07-29T17:45:59Z
mail;openedApp;2023-07-30T05:27:04Z
mail;openedApp;2023-07-30T08:22:27Z
mail;dismissedAppOpening;2023-07-30T14:18:20Z
mail;dismissedAppOpening;2023-07-30T14:52:56Z
mail;openedApp;2023-07-30T17:27:46Z
mail;openedApp;2023-07-30T21:39:41Z
mail;openedApp;2023-07-31T08:14:11Z
mail;dismissedAppOpening;2023-07-31T08:20:18Z
mail;openedApp;2023-07-31T09:42:47Z
mail;dismissedAppOpening;2023-07-31T09:50:47Z
mail;openedApp;2023-07-31T10:06:29Z
mail;openedApp;2023-07-31T11:19:30Z
mail;openedApp;2023-07-31T11:23:28Z
mail;dismissedAppOpening;2023-07-31T12:50:12Z
mail;openedApp;2023-07-31T12:50:18Z
mail;openedApp;2023-07-31T15:59:50Z
mail;openedApp;2023-07-31T18:47:59Z
mail;openedApp;2023-07-31T18:55:40Z
mail;openedApp;2023-07-31T18:57:00Z
mail;openedApp;2023-07-31T19:29:12Z
mail;dismissedAppOpening;2023-07-31T19:31:55Z
mail;dismissedAppOpening;2023-07-31T19:32:00Z
mail;dismissedAppOpening;2023-07-31T19:33:42Z
mail;openedApp;2023-07-31T19:33:59Z
mail;openedApp;2023-07-31T20:13:50Z
mail;openedApp;2023-07-31T20:49:56Z
mail;dismissedAppOpening;2023-07-31T21:06:15Z
mail;openedApp;2023-08-01T20:16:21Z
mail;openedApp;2023-08-01T20:48:50Z
mail;openedApp;2023-08-01T20:57:07Z
mail;dismissedAppOpening;2023-08-02T04:55:07Z
mail;openedApp;2023-08-02T04:55:16Z
mail;openedApp;2023-08-02T07:27:49Z
mail;openedApp;2023-08-02T08:30:29Z
mail;openedApp;2023-08-02T09:10:19Z
mail;openedApp;2023-08-02T11:51:36Z
mail;openedApp;2023-08-03T04:35:16Z
mail;openedApp;2023-08-03T06:38:42Z
mail;openedApp;2023-08-03T07:12:07Z
mail;openedApp;2023-08-03T09:04:41Z
mail;dismissedAppOpening;2023-08-03T10:04:43Z
mail;dismissedAppOpening;2023-08-03T21:39:07Z
mail;openedApp;2023-08-03T21:39:18Z
mail;dismissedAppOpening;2023-08-04T10:51:25Z